id,Airline Name,Gender,Customer Type,Age,Travel Date,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Overall Satisfaction Rating,Satisfaction Level
33170,Singapore Airlines,Female,Loyal Customer,35,02-07-2019,Personal Travel,Eco,102,2,5,0,4,2,0,2,2,4,3,5,5,4,2,0,0,2.86,dissatisfied
93202,Air India,Female,Loyal Customer,39,31-10-2004,Business travel,Business,3026,1,1,1,1,3,5,5,5,5,5,5,4,5,4,7,0,3.57,neutral
94094,Qatar Airways,Female,Loyal Customer,65,09-12-2017,Personal Travel,Business,562,3,4,2,5,5,4,4,5,5,2,5,5,5,4,72,66,4.14,satisfied
66938,Singapore Airlines,Male,Loyal Customer,21,18-04-2001,Business travel,Business,3874,2,2,5,2,4,4,4,4,4,4,4,3,4,4,24,20,3.57,neutral
70061,Qatar Airways,Female,disloyal Customer,36,27-04-2001,Business travel,Business,550,2,2,2,1,1,2,1,1,4,4,4,4,4,1,0,2,2.36,dissatisfied
45500,British Airways,Female,Loyal Customer,20,25-11-2001,Personal Travel,Eco,522,4,5,4,3,1,4,1,1,4,4,5,4,5,1,0,0,3.29,neutral
120551,Delta Air Lines,Male,Loyal Customer,28,09-10-2006,Business travel,Business,2176,3,4,4,4,3,3,3,3,3,5,2,3,4,3,0,15,3.36,neutral
111227,British Airways,Female,Loyal Customer,11,22-09-2021,Personal Travel,Eco,1703,2,2,2,4,2,2,2,2,1,2,3,2,4,2,0,0,2.29,dissatisfied
22277,Air France,Male,disloyal Customer,24,22-11-2008,Business travel,Eco,83,3,0,3,4,5,3,2,5,5,4,3,5,3,5,0,0,3.57,neutral
118110,Air France,Female,Loyal Customer,50,09-03-2019,Personal Travel,Eco,1999,1,5,1,2,3,5,5,5,5,1,5,4,5,5,26,19,3.71,neutral
127726,Singapore Airlines,Female,Loyal Customer,47,20-01-2005,Business travel,Business,255,2,2,2,2,5,4,5,4,4,4,4,4,4,4,6,12,3.57,neutral
83378,Indigo,Female,Loyal Customer,60,15-05-2017,Personal Travel,Eco,1124,3,4,3,2,5,1,5,4,4,3,4,2,4,2,0,0,3.29,neutral
116396,Air India,Male,Loyal Customer,34,03-10-2021,Personal Travel,Eco,390,4,5,4,2,4,4,1,4,3,3,5,5,4,4,0,0,3.71,neutral
27570,Air India,Female,Loyal Customer,45,19-09-2012,Personal Travel,Eco,679,4,1,4,4,3,3,4,3,3,4,5,3,3,3,0,0,3.36,neutral
17553,Emirates,Female,Loyal Customer,13,22-06-2011,Personal Travel,Eco,1045,3,5,3,3,2,3,5,2,3,4,5,3,5,2,84,75,3.43,neutral
52933,Cathay Pacific,Female,Loyal Customer,57,06-11-2000,Personal Travel,Eco,679,4,5,4,4,5,5,4,4,4,4,4,5,4,5,1,24,4.36,satisfied
69236,Vistara,Female,Loyal Customer,51,15-02-2006,Business travel,Business,2013,3,2,2,2,2,3,3,3,3,3,3,3,3,4,0,0,2.79,dissatisfied
5589,Air India,Female,Loyal Customer,60,17-03-2010,Business travel,Business,3215,5,1,5,5,2,5,4,4,4,4,4,4,4,5,0,0,4,satisfied
116397,British Airways,Male,Loyal Customer,22,02-10-2013,Personal Travel,Eco,296,2,5,4,2,2,4,3,2,1,1,3,2,4,2,0,0,2.64,dissatisfied
86060,Emirates,Female,Loyal Customer,50,20-01-2012,Business travel,Business,1913,3,3,2,3,2,5,4,4,4,4,4,3,4,5,0,14,3.57,neutral
44742,Qatar Airways,Female,Loyal Customer,28,27-11-2022,Personal Travel,Eco Plus,67,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0,3.21,neutral
10421,Air France,Male,Loyal Customer,59,09-03-2016,Business travel,Business,2323,3,3,3,3,3,4,4,5,5,5,5,3,5,4,0,0,3.93,satisfied
71475,Qatar Airways,Female,Loyal Customer,33,01-03-2018,Business travel,Business,2867,3,4,4,4,3,3,4,3,3,3,3,1,3,2,0,0,3.07,neutral
123112,Indigo,Female,disloyal Customer,26,05-03-2017,Business travel,Business,631,3,0,3,3,2,3,2,2,5,3,4,5,4,2,0,0,2.93,dissatisfied
117112,Emirates,Male,Loyal Customer,46,15-12-2016,Business travel,Eco,247,2,1,1,1,2,2,2,2,1,3,4,3,3,2,48,30,2.07,dissatisfied
83221,Indigo,Female,Loyal Customer,57,25-11-2015,Business travel,Business,2079,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0,4.07,satisfied
110727,Qatar Airways,Male,Loyal Customer,27,13-09-2015,Business travel,Business,2648,2,1,2,2,4,4,4,4,4,2,5,3,5,4,15,18,3.29,neutral
105060,ANA All Nippon Airways,Male,Loyal Customer,33,24-10-2003,Personal Travel,Eco Plus,361,1,5,1,4,3,1,5,3,4,3,4,4,4,3,0,0,3.21,neutral
77494,Air France,Male,disloyal Customer,37,12-11-2012,Business travel,Eco,687,4,4,4,3,5,4,5,5,4,2,5,4,1,5,0,0,3.93,satisfied
122293,Air France,Male,Loyal Customer,39,12-05-2012,Personal Travel,Eco,546,3,4,3,4,1,3,1,1,3,2,2,5,3,1,5,2,2.57,dissatisfied
5198,Air India,Female,Loyal Customer,51,15-10-2019,Business travel,Business,3061,4,4,4,4,5,5,4,5,5,5,5,5,5,4,40,46,4.57,very satisfied
119912,Lufthansa,Female,disloyal Customer,60,19-10-2002,Business travel,Business,1009,3,3,3,2,2,3,2,2,3,4,4,5,4,2,0,20,3,neutral
9745,Air India,Male,Loyal Customer,39,06-01-2015,Business travel,Business,3706,1,1,1,1,5,3,4,4,4,4,4,2,4,4,1,0,3,neutral
10403,Cathay Pacific,Male,Loyal Customer,43,04-11-2017,Business travel,Business,3146,0,0,0,1,2,5,4,5,5,5,5,3,5,4,0,0,3.14,neutral
60068,Air France,Female,disloyal Customer,24,11-08-2011,Business travel,Eco,1050,3,3,3,4,2,3,2,2,3,1,4,2,3,2,21,46,2.64,dissatisfied
129629,Cathay Pacific,Female,disloyal Customer,22,19-12-2013,Business travel,Business,337,0,0,0,1,2,0,2,2,5,5,4,4,4,2,0,0,2.21,dissatisfied
15115,British Airways,Female,disloyal Customer,31,17-03-2013,Business travel,Eco,1042,3,4,4,5,4,4,4,4,1,5,2,1,4,4,0,0,3.5,neutral
56655,Cathay Pacific,Male,disloyal Customer,37,14-01-2019,Business travel,Eco,623,2,2,3,4,3,3,3,3,2,5,4,1,4,3,30,13,3,neutral
17656,British Airways,Female,Loyal Customer,53,21-07-2021,Business travel,Eco,608,5,5,5,5,4,4,4,5,5,5,5,2,5,1,0,0,4.29,satisfied
43515,ANA All Nippon Airways,Male,Loyal Customer,30,26-01-2007,Personal Travel,Eco,752,3,4,4,3,4,4,4,4,5,3,4,5,4,4,0,4,3.93,satisfied
103686,Emirates,Female,disloyal Customer,49,29-09-2008,Business travel,Eco,251,4,1,4,3,4,4,4,4,2,5,3,4,2,4,0,0,3.43,neutral
100261,Indigo,Male,Loyal Customer,36,15-07-2016,Business travel,Business,1011,3,3,3,3,3,5,5,4,4,5,4,5,4,4,11,0,3.93,satisfied
2566,Qatar Airways,Female,Loyal Customer,52,09-11-2017,Business travel,Business,227,2,5,5,5,4,2,3,2,2,3,2,4,2,1,0,5,3,neutral
36954,Air India,Female,disloyal Customer,38,17-03-2009,Business travel,Business,359,1,1,1,2,4,1,4,4,5,3,4,3,5,4,0,0,3,neutral
85887,Delta Air Lines,Female,Loyal Customer,9,29-01-2003,Personal Travel,Eco,2172,1,4,1,3,1,1,1,1,5,4,3,3,4,1,7,18,2.36,dissatisfied
112790,Singapore Airlines,Male,Loyal Customer,53,19-04-2022,Business travel,Business,715,1,1,2,1,4,5,5,4,4,4,4,3,4,3,5,8,3.21,neutral
48562,Vistara,Female,Loyal Customer,34,11-06-2021,Personal Travel,Eco,776,3,4,3,2,1,3,1,1,3,4,5,3,4,1,8,14,2.71,dissatisfied
29431,ANA All Nippon Airways,Female,Loyal Customer,59,04-08-2009,Business travel,Business,2149,3,3,3,3,3,5,1,4,4,4,4,2,4,3,0,0,3.29,neutral
76375,Air France,Female,Loyal Customer,30,20-09-2007,Business travel,Business,1817,4,2,2,2,4,4,4,4,3,5,4,2,4,4,0,14,3.43,neutral
7348,Air France,Male,Loyal Customer,58,07-06-2010,Business travel,Business,464,3,3,3,3,4,5,5,4,4,4,4,4,4,3,19,29,3.79,neutral
102585,ANA All Nippon Airways,Female,disloyal Customer,22,04-06-2015,Business travel,Eco,414,2,0,2,5,1,2,1,1,5,4,4,3,5,1,9,0,2.57,dissatisfied
120820,Singapore Airlines,Female,Loyal Customer,38,30-12-2013,Personal Travel,Eco,666,5,0,5,4,3,5,3,3,4,3,5,5,5,3,0,0,3.79,neutral
30570,British Airways,Female,Loyal Customer,46,02-06-2010,Business travel,Business,3828,5,5,5,5,4,3,3,4,4,4,4,5,4,4,8,5,4.21,satisfied
129632,Air France,Male,Loyal Customer,46,06-09-2001,Business travel,Business,2358,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0,3.21,neutral
111435,Cathay Pacific,Male,Loyal Customer,58,19-01-2016,Business travel,Business,1953,3,5,3,3,4,5,4,3,3,3,3,5,3,5,0,0,3.71,neutral
99051,Qatar Airways,Male,Loyal Customer,44,01-03-2018,Business travel,Business,1663,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,1,3.14,neutral
91089,British Airways,Male,Loyal Customer,11,04-11-2020,Personal Travel,Eco,515,2,4,2,5,1,2,1,1,4,3,4,3,4,1,9,14,2.64,dissatisfied
9218,British Airways,Female,Loyal Customer,52,02-09-2008,Business travel,Business,3094,2,1,5,1,5,4,4,2,2,3,2,2,2,1,0,0,2.57,dissatisfied
44142,ANA All Nippon Airways,Female,Loyal Customer,56,13-03-2008,Personal Travel,Eco,207,1,4,0,2,5,1,3,4,4,0,4,2,4,3,0,10,2.64,dissatisfied
8662,ANA All Nippon Airways,Male,disloyal Customer,32,16-04-2014,Business travel,Business,227,4,4,4,4,2,4,2,2,3,3,5,5,4,2,7,18,3.43,neutral
77313,Singapore Airlines,Male,disloyal Customer,23,01-03-2011,Business travel,Business,590,5,0,5,3,4,5,4,4,4,4,4,4,4,4,0,2,3.86,satisfied
24091,ANA All Nippon Airways,Male,Loyal Customer,41,15-10-2022,Business travel,Business,554,5,5,5,5,5,4,5,4,4,4,4,4,4,5,27,9,4.5,very satisfied
129799,Lufthansa,Female,Loyal Customer,25,25-05-2019,Personal Travel,Eco,308,3,5,3,2,2,3,2,2,3,5,4,3,5,2,49,42,3.14,neutral
8907,Emirates,Male,Loyal Customer,46,14-06-2018,Business travel,Business,510,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0,4.29,satisfied
60755,Vistara,Male,Loyal Customer,27,25-09-2011,Business travel,Business,3848,2,3,3,3,2,2,2,2,1,4,3,4,3,2,20,8,2.57,dissatisfied
7475,British Airways,Female,Loyal Customer,60,10-06-2008,Business travel,Business,3587,1,1,1,1,3,4,5,5,5,5,5,4,5,5,18,19,3.57,neutral
13904,Lufthansa,Female,Loyal Customer,44,06-11-2016,Business travel,Eco,192,2,4,5,5,4,1,1,1,1,2,1,5,1,1,23,13,2.43,dissatisfied
24207,Emirates,Male,disloyal Customer,18,25-02-2015,Business travel,Eco,302,2,1,2,4,1,2,1,1,1,5,3,3,3,1,0,0,2.14,dissatisfied
127387,Qatar Airways,Female,disloyal Customer,26,24-08-2005,Business travel,Business,868,4,4,4,4,3,4,3,3,5,2,5,5,5,3,0,6,3.86,satisfied
32102,Delta Air Lines,Male,disloyal Customer,25,16-07-2018,Business travel,Business,216,3,0,3,3,2,3,2,2,1,2,5,1,5,2,4,0,2.43,dissatisfied
60923,Air France,Male,disloyal Customer,22,10-03-2015,Business travel,Eco,888,1,1,1,1,3,1,3,3,3,2,5,4,5,3,0,0,2.57,dissatisfied
74301,Indigo,Female,disloyal Customer,25,21-05-2018,Business travel,Eco Plus,811,1,5,1,2,5,1,4,5,2,2,5,1,4,5,0,0,3.07,neutral
123959,Cathay Pacific,Female,Loyal Customer,53,09-09-2011,Business travel,Business,1724,2,2,2,2,4,2,3,4,4,4,2,3,4,1,0,0,2.79,dissatisfied
17522,Vistara,Female,Loyal Customer,59,24-08-2021,Personal Travel,Eco,341,3,1,3,2,1,1,1,5,5,3,5,2,5,1,0,0,2.71,dissatisfied
12026,Air India,Male,Loyal Customer,44,17-08-2011,Business travel,Eco,351,5,2,2,2,5,5,5,5,3,3,3,4,2,5,0,0,3.64,neutral
119692,Emirates,Female,Loyal Customer,43,14-09-2010,Business travel,Business,1430,5,5,5,5,4,5,4,3,3,4,3,3,3,5,106,119,4.07,satisfied
14064,Emirates,Male,Loyal Customer,37,27-12-2019,Personal Travel,Eco Plus,319,3,4,3,3,1,3,1,1,1,4,4,4,2,1,0,0,2.5,dissatisfied
45126,Emirates,Male,Loyal Customer,62,11-12-2023,Personal Travel,Eco,157,1,3,1,3,3,1,3,3,4,1,3,2,4,3,0,54,2.5,dissatisfied
36410,Indigo,Male,disloyal Customer,45,05-01-2004,Business travel,Eco,369,4,0,4,4,1,4,5,1,3,5,4,2,1,1,0,0,2.79,dissatisfied
77677,Indigo,Male,disloyal Customer,26,17-06-2003,Business travel,Business,689,1,1,1,3,5,1,5,5,5,5,5,3,4,5,0,0,3.5,neutral
93080,Lufthansa,Male,disloyal Customer,28,03-01-2000,Business travel,Business,860,4,4,4,4,2,4,2,2,3,4,5,5,4,2,62,54,3.5,neutral
29286,Air India,Female,disloyal Customer,24,06-08-2012,Business travel,Eco,933,1,1,1,3,1,1,1,1,1,1,2,4,2,1,0,10,1.5,very dissatisfied
28414,Singapore Airlines,Female,Loyal Customer,26,11-11-2018,Personal Travel,Business,1399,4,2,4,4,4,4,5,4,1,2,4,4,4,4,0,0,3.57,neutral
21840,ANA All Nippon Airways,Male,Loyal Customer,63,02-05-2011,Business travel,Business,448,2,2,2,2,5,4,5,4,4,5,4,3,4,4,15,8,3.57,neutral
42486,Air India,Female,disloyal Customer,26,05-05-2003,Business travel,Eco,693,3,3,3,3,3,3,3,3,5,5,1,1,1,3,0,0,2.86,dissatisfied
49355,Singapore Airlines,Male,Loyal Customer,41,15-08-2011,Business travel,Business,3306,5,5,5,5,1,5,4,5,5,5,5,2,5,2,28,24,4.21,satisfied
46728,Air India,Female,Loyal Customer,17,31-10-2022,Personal Travel,Eco,125,3,2,0,4,5,0,5,5,4,4,3,3,3,5,0,0,3.29,neutral
34516,Emirates,Female,Loyal Customer,36,16-02-2005,Personal Travel,Eco,1521,2,2,2,3,5,2,5,5,3,4,3,3,3,5,0,4,3.36,neutral
7236,ANA All Nippon Airways,Female,Loyal Customer,30,16-01-2009,Business travel,Business,2237,2,2,3,2,4,4,3,4,1,3,3,5,4,4,0,0,3.14,neutral
85813,Vistara,Female,Loyal Customer,27,01-12-2018,Personal Travel,Eco,666,2,0,2,1,3,2,3,3,3,5,4,5,4,3,1,5,2.86,dissatisfied
76379,Delta Air Lines,Female,Loyal Customer,65,25-07-2000,Business travel,Business,931,4,5,5,5,1,3,4,4,4,4,4,4,4,3,0,1,3.86,satisfied
35230,British Airways,Female,disloyal Customer,23,01-04-2019,Business travel,Eco,1056,3,3,3,4,4,3,4,4,3,3,1,1,4,4,0,0,3.14,neutral
127167,Qatar Airways,Male,Loyal Customer,10,13-12-2020,Personal Travel,Eco,325,3,3,3,5,3,3,3,3,2,3,3,2,5,3,0,0,3.14,neutral
56679,Emirates,Male,Loyal Customer,16,28-12-2014,Personal Travel,Eco,937,4,5,4,3,3,4,3,3,5,4,4,5,4,3,2,8,3.86,satisfied
54901,Vistara,Female,Loyal Customer,8,01-03-2003,Personal Travel,Eco,862,2,4,2,5,3,2,5,3,3,2,5,4,5,3,0,10,3.43,neutral
30642,Air France,Female,disloyal Customer,32,13-06-2019,Business travel,Eco,533,2,4,2,3,2,2,4,2,2,1,3,3,4,2,20,24,2.57,dissatisfied
49038,Vistara,Female,Loyal Customer,56,03-04-2014,Business travel,Business,2138,2,2,2,2,4,1,1,3,3,4,3,1,3,1,1,0,2.29,dissatisfied
65666,Air India,Female,Loyal Customer,59,24-03-2016,Business travel,Business,861,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,17,3.79,neutral
77986,Singapore Airlines,Male,disloyal Customer,23,20-07-2022,Business travel,Eco,332,1,0,1,4,2,1,2,2,4,5,4,4,4,2,0,0,2.57,dissatisfied
69194,British Airways,Female,Loyal Customer,59,06-08-2005,Business travel,Business,3660,0,4,0,1,3,5,5,4,4,4,4,4,4,3,0,0,3.21,neutral
104096,Air India,Female,disloyal Customer,38,21-04-2002,Business travel,Business,297,3,3,3,4,5,3,5,5,4,5,3,2,4,5,0,2,3.86,satisfied
24109,Indigo,Female,Loyal Customer,37,25-10-2001,Business travel,Business,1654,1,5,4,4,2,4,4,1,1,1,1,2,1,1,15,15,2.29,dissatisfied
117444,Vistara,Male,Loyal Customer,39,17-11-2017,Business travel,Eco,1020,3,2,2,2,3,3,3,3,4,5,3,4,4,3,32,17,3.14,neutral
103292,Indigo,Male,Loyal Customer,46,26-11-2001,Business travel,Eco,872,2,1,1,1,3,2,3,3,2,4,4,4,4,3,42,32,2.64,dissatisfied
62028,British Airways,Male,Loyal Customer,40,02-02-2019,Business travel,Business,2475,4,4,4,4,5,5,4,4,4,4,4,5,4,4,1,0,4.21,satisfied
117607,Cathay Pacific,Male,Loyal Customer,24,17-04-2001,Business travel,Business,2197,2,2,2,2,4,4,4,4,4,3,5,4,4,4,2,0,3.43,neutral
115217,Lufthansa,Female,Loyal Customer,37,27-08-2010,Business travel,Business,325,4,4,4,4,3,4,5,4,4,4,4,3,4,5,39,37,4,satisfied
78888,Lufthansa,Female,disloyal Customer,21,06-12-2016,Business travel,Eco,826,2,2,2,3,3,2,3,3,4,2,5,5,5,3,0,0,3.14,neutral
60946,Qatar Airways,Male,disloyal Customer,20,03-04-2007,Business travel,Eco,888,2,2,2,2,4,2,4,4,2,1,3,3,3,4,0,0,2.71,dissatisfied
74656,Indigo,Female,Loyal Customer,38,15-04-2023,Personal Travel,Eco,1431,3,5,3,3,3,3,5,3,4,3,4,5,4,3,5,0,3.64,neutral
106036,Air France,Female,Loyal Customer,19,10-11-2006,Personal Travel,Eco Plus,682,2,5,1,2,1,1,1,1,4,2,5,4,4,1,38,24,2.43,dissatisfied
80877,Lufthansa,Male,Loyal Customer,49,03-01-2005,Personal Travel,Eco,692,2,4,3,1,5,3,5,5,3,2,4,4,4,5,0,6,3.57,neutral
55426,Indigo,Male,Loyal Customer,58,29-10-2018,Business travel,Business,2136,2,1,2,2,4,4,5,2,2,2,2,3,2,3,9,0,2.57,dissatisfied
66392,Air France,Female,Loyal Customer,35,29-10-2013,Business travel,Business,1562,4,4,4,4,2,5,4,4,4,4,4,4,4,4,12,31,3.93,satisfied
31173,ANA All Nippon Airways,Male,Loyal Customer,28,27-06-2019,Business travel,Eco Plus,604,2,2,2,2,2,2,2,2,1,5,3,2,3,2,42,42,2.29,dissatisfied
117447,Indigo,Male,Loyal Customer,47,29-04-2019,Business travel,Eco,1107,3,4,4,4,3,3,3,3,4,2,4,2,3,3,0,0,3.21,neutral
62437,Singapore Airlines,Male,Loyal Customer,46,23-02-2005,Business travel,Business,1943,2,2,2,2,2,5,4,5,5,5,5,5,5,5,18,12,3.86,satisfied
75660,British Airways,Female,Loyal Customer,40,29-04-2007,Personal Travel,Eco,304,2,4,2,3,2,2,2,2,3,4,4,4,4,2,7,5,2.86,dissatisfied
100582,Vistara,Male,Loyal Customer,46,30-05-2003,Business travel,Business,486,4,4,4,4,4,4,4,4,4,4,4,3,4,3,11,18,3.86,satisfied
13287,Cathay Pacific,Male,Loyal Customer,67,25-11-2020,Personal Travel,Eco,771,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0,3,neutral
10685,Emirates,Male,disloyal Customer,39,15-09-2022,Business travel,Business,458,5,5,5,1,1,5,1,1,3,5,4,5,4,1,0,0,3.29,neutral
63255,Emirates,Female,disloyal Customer,22,14-06-2015,Business travel,Business,447,4,2,4,4,4,4,4,4,3,5,4,4,4,4,190,186,3.86,satisfied
114748,Vistara,Male,Loyal Customer,52,05-09-2003,Business travel,Business,3187,4,5,4,4,2,5,4,5,5,5,5,3,5,3,1,0,4.21,satisfied
90641,Singapore Airlines,Female,disloyal Customer,40,14-11-2015,Business travel,Business,250,3,3,3,1,2,3,5,2,3,5,5,3,5,2,0,13,3.21,neutral
65806,Qatar Airways,Female,Loyal Customer,54,16-07-2004,Business travel,Business,1389,2,5,5,5,3,4,3,2,2,2,2,4,2,4,0,0,3.21,neutral
123657,ANA All Nippon Airways,Male,Loyal Customer,32,23-07-2020,Business travel,Business,214,5,5,5,5,4,4,4,4,4,2,5,4,5,4,0,0,4.29,satisfied
105042,Singapore Airlines,Male,Loyal Customer,24,26-04-2020,Personal Travel,Eco,255,3,5,3,4,3,3,3,3,5,2,5,4,5,3,53,30,3.64,neutral
13900,British Airways,Female,Loyal Customer,50,24-04-2005,Business travel,Business,3796,4,1,1,1,2,4,3,2,2,2,4,1,2,1,2,2,2.14,dissatisfied
7618,Singapore Airlines,Male,Loyal Customer,50,04-11-2015,Business travel,Business,3477,5,5,5,5,2,5,4,2,2,2,2,5,2,5,0,52,3.64,neutral
27420,Indigo,Male,Loyal Customer,23,22-08-2005,Business travel,Business,2291,4,4,4,4,5,5,5,5,3,1,5,2,4,5,0,0,4,satisfied
996,Air France,Female,disloyal Customer,34,09-12-2013,Business travel,Eco,309,1,4,1,4,1,3,3,2,5,2,5,3,5,3,168,165,3,neutral
101160,Air France,Female,Loyal Customer,25,28-03-2013,Business travel,Business,2895,2,1,1,1,2,3,2,2,3,1,3,4,2,2,16,6,2.07,dissatisfied
47483,Vistara,Male,Loyal Customer,54,01-08-2009,Personal Travel,Eco,532,1,4,1,2,3,1,3,3,5,4,4,5,5,3,0,0,3.14,neutral
62757,Singapore Airlines,Female,Loyal Customer,49,01-06-2006,Business travel,Business,2338,2,2,2,2,5,3,4,3,3,3,3,4,3,5,2,0,3.14,neutral
70036,Air France,Male,Loyal Customer,54,19-04-2008,Business travel,Eco,583,4,1,1,1,4,4,4,4,4,2,4,1,3,4,13,0,2.93,dissatisfied
115693,Qatar Airways,Male,Loyal Customer,37,05-06-2003,Business travel,Business,2835,2,5,5,5,4,3,3,2,2,2,2,2,2,3,0,0,3,neutral
80458,Singapore Airlines,Female,Loyal Customer,57,13-12-2007,Business travel,Business,3755,2,2,2,2,3,4,5,5,5,5,5,3,5,5,28,35,3.79,neutral
91302,Singapore Airlines,Female,Loyal Customer,41,13-12-2005,Business travel,Eco Plus,240,3,1,1,1,3,3,2,3,3,3,3,2,3,1,3,0,2.29,dissatisfied
3638,ANA All Nippon Airways,Male,Loyal Customer,35,30-06-2005,Business travel,Business,1534,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,,3.64,neutral
19415,Air India,Female,Loyal Customer,25,16-05-2022,Business travel,Business,2474,1,1,1,1,5,5,5,5,3,3,4,4,4,5,10,8,3.36,neutral
55903,Air France,Male,Loyal Customer,62,03-06-2022,Business travel,Business,2853,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0,4,satisfied
99068,Vistara,Male,disloyal Customer,37,27-06-2004,Business travel,Business,419,3,3,3,2,5,3,5,5,5,5,4,3,5,5,23,26,4,satisfied
81224,Vistara,Female,Loyal Customer,64,05-08-2004,Personal Travel,Eco,1426,1,1,1,3,3,2,2,4,4,1,4,2,4,2,48,75,2.43,dissatisfied
115684,ANA All Nippon Airways,Female,Loyal Customer,23,08-06-2021,Business travel,Business,1665,1,1,1,1,5,5,5,5,5,2,5,5,4,5,1,0,3.57,neutral
1429,Lufthansa,Male,Loyal Customer,45,13-10-2015,Business travel,Business,772,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,3.93,satisfied
23577,Singapore Airlines,Female,Loyal Customer,30,03-07-2002,Business travel,Business,2846,2,2,2,2,5,5,5,5,5,3,1,2,2,5,0,0,3.29,neutral
28006,Lufthansa,Male,Loyal Customer,47,03-02-2015,Business travel,Eco,763,4,2,2,2,4,4,4,4,3,1,3,5,5,4,0,0,3.36,neutral
68393,Indigo,Male,Loyal Customer,53,03-12-2013,Business travel,Business,2306,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0,4.21,satisfied
42303,Lufthansa,Female,Loyal Customer,35,02-08-2000,Personal Travel,Eco,329,1,5,1,2,4,1,2,4,1,2,2,3,2,4,5,0,2.43,dissatisfied
19419,Singapore Airlines,Male,Loyal Customer,44,26-04-2023,Business travel,Eco,645,3,4,4,4,3,3,3,3,4,2,3,1,4,3,44,32,3.14,neutral
60093,ANA All Nippon Airways,Male,Loyal Customer,30,01-03-2001,Business travel,Business,1012,3,2,3,3,4,4,4,4,4,2,5,3,4,4,6,0,3.5,neutral
76117,Vistara,Male,Loyal Customer,16,09-05-2003,Business travel,Business,1716,3,3,4,3,5,5,5,5,4,5,5,3,4,5,0,0,4.21,satisfied
32336,Vistara,Female,disloyal Customer,25,10-06-2003,Business travel,Eco,102,2,0,2,4,1,2,1,1,2,3,3,1,4,1,0,0,1.93,very dissatisfied
43200,ANA All Nippon Airways,Female,Loyal Customer,29,24-08-2019,Business travel,Business,466,4,4,4,4,4,4,4,4,1,4,1,1,5,4,66,67,3.43,neutral
9789,Air India,Male,Loyal Customer,49,25-03-2012,Personal Travel,Eco,383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0,3.07,neutral
35739,Singapore Airlines,Male,Loyal Customer,48,23-04-2002,Business travel,Eco,2153,4,5,5,5,4,4,4,4,3,1,3,5,4,4,0,0,3.93,satisfied
100988,Emirates,Male,Loyal Customer,57,19-11-2019,Business travel,Business,867,2,4,4,4,3,4,3,2,2,2,2,4,2,2,15,10,2.86,dissatisfied
78426,Emirates,Female,Loyal Customer,30,27-05-2021,Business travel,Business,2002,5,5,5,5,4,5,5,5,4,4,4,5,5,5,211,211,4.71,very satisfied
60870,Qatar Airways,Male,disloyal Customer,34,15-02-2007,Business travel,Business,1491,1,1,1,2,1,1,1,1,5,5,5,3,4,1,59,46,2.29,dissatisfied
25531,Indigo,Female,Loyal Customer,16,08-10-2019,Personal Travel,Eco,547,2,5,2,2,5,2,5,5,5,3,4,3,4,5,32,44,3.71,neutral
7880,Vistara,Male,disloyal Customer,42,09-05-2009,Business travel,Eco,910,1,1,1,3,5,1,5,5,4,4,3,1,4,5,0,0,3.07,neutral
88304,Emirates,Male,disloyal Customer,15,22-10-2022,Business travel,Eco,545,3,2,2,4,2,2,3,2,2,4,4,2,4,2,0,0,2.71,dissatisfied
55153,Singapore Airlines,Male,Loyal Customer,17,08-02-2023,Personal Travel,Eco,1635,2,4,2,4,1,2,3,1,5,3,4,3,4,1,1,0,2.79,dissatisfied
72204,ANA All Nippon Airways,Male,Loyal Customer,56,21-05-2015,Business travel,Business,2724,3,5,3,3,5,5,5,3,3,5,4,5,5,5,6,0,4.21,satisfied
7159,Vistara,Female,Loyal Customer,42,02-07-2011,Business travel,Business,135,3,3,3,3,5,4,5,4,4,4,5,4,4,3,4,0,3.86,satisfied
37224,British Airways,Female,Loyal Customer,39,24-09-2022,Business travel,Business,989,2,2,2,2,4,4,4,4,4,4,4,4,4,3,77,67,3.36,neutral
6894,British Airways,Female,Loyal Customer,50,07-05-2022,Business travel,Business,1793,4,4,4,4,2,4,5,4,4,4,4,4,4,4,25,73,3.93,satisfied
88038,Air India,Male,Loyal Customer,52,13-03-2013,Business travel,Business,3889,5,5,1,5,4,5,5,5,5,5,5,3,5,5,0,1,4.5,very satisfied
